AlH,GeSe
AlN,GeSe
AlO,GeSe
AlF,GeSe
AlS,GeSe
AlCl,GeSe
AlBr,GeSe
AlI,GeSe
SiH,GeSe
SiN,GeSe
SiO,GeSe
SiF,GeSe
SiS,GeSe
SiCl,GeSe
SiSe,GeSe
SiBr,GeSe
SiTe,GeSe
SiI,GeSe
CaN,GeSe
CaO,GeSe
CaS,GeSe
CaSe,GeSe
CaTe,GeSe
ScH,GeSe
ScN,GeSe
ScO,GeSe
ScF,GeSe
ScS,GeSe
ScCl,GeSe
ScSe,GeSe
ScBr,GeSe
ScTe,GeSe
ScI,GeSe
TiN,GeSe
TiO,GeSe
TiS,GeSe
TiSe,GeSe
TiTe,GeSe
VH,GeSe
VN,GeSe
VO,GeSe
VF,GeSe
VS,GeSe
VCl,GeSe
VSe,GeSe
VBr,GeSe
VTe,GeSe
VI,GeSe
CrH,GeSe
CrN,GeSe
CrO,GeSe
CrF,GeSe
CrS,GeSe
CrCl,GeSe
CrSe,GeSe
CrBr,GeSe
CrTe,GeSe
CrI,GeSe
MnH,GeSe
MnN,GeSe
MnO,GeSe
MnF,GeSe
MnS,GeSe
MnCl,GeSe
MnSe,GeSe
MnBr,GeSe
MnTe,GeSe
MnI,GeSe
FeH,GeSe
FeN,GeSe
FeO,GeSe
FeF,GeSe
FeS,GeSe
FeCl,GeSe
FeSe,GeSe
FeBr,GeSe
FeTe,GeSe
FeI,GeSe
CoH,GeSe
CoN,GeSe
CoO,GeSe
CoF,GeSe
CoS,GeSe
CoCl,GeSe
CoSe,GeSe
CoBr,GeSe
CoTe,GeSe
CoI,GeSe
NiH,GeSe
NiN,GeSe
NiO,GeSe
NiF,GeSe
NiS,GeSe
NiCl,GeSe
NiSe,GeSe
NiBr,GeSe
NiTe,GeSe
NiI,GeSe
CuH,GeSe
CuN,GeSe
CuO,GeSe
CuF,GeSe
CuS,GeSe
CuCl,GeSe
CuSe,GeSe
CuBr,GeSe
CuTe,GeSe
CuI,GeSe
ZnN,GeSe
ZnO,GeSe
ZnS,GeSe
ZnSe,GeSe
