AlHN,CdI2
AlHO,CdI2
AlHS,CdI2
AlHSe,CdI2
AlHTe,CdI2
AlNN,CdI2
AlNO,CdI2
AlNF,CdI2
AlNS,CdI2
AlNCl,CdI2
AlNSe,CdI2
AlNBr,CdI2
AlNTe,CdI2
AlNI,CdI2
AlOO,CdI2
AlOF,CdI2
AlOS,CdI2
AlOCl,CdI2
AlOSe,CdI2
AlOBr,CdI2
AlOTe,CdI2
AlOI,CdI2
AlFS,CdI2
AlFSe,CdI2
AlFTe,CdI2
AlSS,CdI2
AlSCl,CdI2
AlSSe,CdI2
AlSBr,CdI2
AlSTe,CdI2
AlSI,CdI2
AlClSe,CdI2
AlClTe,CdI2
AlSeBr,CdI2
AlSeI,CdI2
AlBrTe,CdI2
AlTeI,CdI2
SiHH,CdI2
SiHN,CdI2
SiHO,CdI2
SiHF,CdI2
SiHS,CdI2
SiHCl,CdI2
SiHSe,CdI2
SiHBr,CdI2
SiHTe,CdI2
SiHI,CdI2
SiNN,CdI2
SiNO,CdI2
SiNF,CdI2
SiNS,CdI2
SiNCl,CdI2
SiNSe,CdI2
SiNBr,CdI2
SiNTe,CdI2
SiNI,CdI2
SiOO,CdI2
SiOF,CdI2
SiOS,CdI2
SiOCl,CdI2
SiOSe,CdI2
SiOBr,CdI2
SiOTe,CdI2
SiOI,CdI2
SiFF,CdI2
SiFS,CdI2
SiFCl,CdI2
SiFSe,CdI2
SiFBr,CdI2
SiFTe,CdI2
SiFI,CdI2
SiSS,CdI2
SiSCl,CdI2
SiSSe,CdI2
SiSBr,CdI2
SiSTe,CdI2
SiSI,CdI2
SiClCl,CdI2
SiClSe,CdI2
SiClBr,CdI2
SiClTe,CdI2
SiClI,CdI2
SiSeSe,CdI2
SiSeBr,CdI2
SiSeTe,CdI2
SiSeI,CdI2
SiBrBr,CdI2
SiBrTe,CdI2
SiBrI,CdI2
SiTeTe,CdI2
SiTeI,CdI2
SiII,CdI2
CaHH,CdI2
CaHN,CdI2
CaHO,CdI2
CaHF,CdI2
CaHS,CdI2
CaHCl,CdI2
CaHBr,CdI2
CaHI,CdI2
CaNN,CdI2
CaNO,CdI2
CaNF,CdI2
CaNS,CdI2
CaNCl,CdI2
CaNBr,CdI2
CaNI,CdI2
CaOO,CdI2
CaOF,CdI2
CaOS,CdI2
CaOCl,CdI2
CaOBr,CdI2
CaOI,CdI2
CaFF,CdI2
CaFS,CdI2
CaFCl,CdI2
CaFBr,CdI2
CaFI,CdI2
CaSS,CdI2
CaSCl,CdI2
CaSBr,CdI2
CaSI,CdI2
CaClCl,CdI2
CaClBr,CdI2
CaClI,CdI2
CaBrBr,CdI2
CaBrI,CdI2
CaII,CdI2
ScHH,CdI2
ScHN,CdI2
ScHO,CdI2
ScHF,CdI2
ScHS,CdI2
ScHCl,CdI2
ScHSe,CdI2
ScHBr,CdI2
ScHTe,CdI2
ScHI,CdI2
ScNN,CdI2
ScNO,CdI2
ScNF,CdI2
ScNS,CdI2
ScNCl,CdI2
ScNSe,CdI2
ScNBr,CdI2
ScNTe,CdI2
ScNI,CdI2
ScOO,CdI2
ScOF,CdI2
ScOS,CdI2
ScOCl,CdI2
ScOSe,CdI2
ScOBr,CdI2
ScOTe,CdI2
ScOI,CdI2
ScFF,CdI2
ScFS,CdI2
ScFCl,CdI2
ScFSe,CdI2
ScFBr,CdI2
ScFTe,CdI2
ScFI,CdI2
ScSS,CdI2
ScSCl,CdI2
ScSSe,CdI2
ScSBr,CdI2
ScSTe,CdI2
ScSI,CdI2
ScClCl,CdI2
ScClSe,CdI2
ScClBr,CdI2
ScClTe,CdI2
ScClI,CdI2
ScSeBr,CdI2
ScSeI,CdI2
ScBrBr,CdI2
ScBrTe,CdI2
ScBrI,CdI2
ScTeI,CdI2
ScII,CdI2
TiHH,CdI2
TiHN,CdI2
TiHO,CdI2
TiHF,CdI2
TiHS,CdI2
TiHCl,CdI2
TiHSe,CdI2
TiHBr,CdI2
TiHTe,CdI2
TiHI,CdI2
TiNN,CdI2
TiNO,CdI2
TiNF,CdI2
TiNS,CdI2
TiNCl,CdI2
TiNSe,CdI2
TiNBr,CdI2
TiNTe,CdI2
TiNI,CdI2
TiOO,CdI2
TiOF,CdI2
TiOS,CdI2
TiOCl,CdI2
TiOSe,CdI2
TiOBr,CdI2
TiOTe,CdI2
TiOI,CdI2
TiFF,CdI2
TiFS,CdI2
TiFCl,CdI2
TiFSe,CdI2
TiFBr,CdI2
TiFTe,CdI2
TiFI,CdI2
TiSS,CdI2
TiSCl,CdI2
TiSSe,CdI2
TiSBr,CdI2
TiSTe,CdI2
TiSI,CdI2
TiClCl,CdI2
TiClSe,CdI2
TiClBr,CdI2
TiClTe,CdI2
TiClI,CdI2
TiSeSe,CdI2
TiSeBr,CdI2
TiSeTe,CdI2
TiSeI,CdI2
TiBrBr,CdI2
TiBrTe,CdI2
TiBrI,CdI2
TiTeTe,CdI2
TiTeI,CdI2
TiII,CdI2
VHH,CdI2
VHN,CdI2
VHO,CdI2
VHF,CdI2
VHS,CdI2
VHCl,CdI2
VHSe,CdI2
VHBr,CdI2
VHTe,CdI2
VHI,CdI2
VNN,CdI2
VNO,CdI2
VNF,CdI2
VNS,CdI2
VNCl,CdI2
VNSe,CdI2
VNBr,CdI2
VNTe,CdI2
VNI,CdI2
VOO,CdI2
VOF,CdI2
VOS,CdI2
VOCl,CdI2
VOSe,CdI2
VOBr,CdI2
VOTe,CdI2
VOI,CdI2
VFF,CdI2
VFS,CdI2
VFCl,CdI2
VFSe,CdI2
VFBr,CdI2
VFTe,CdI2
VFI,CdI2
VSS,CdI2
VSCl,CdI2
VSSe,CdI2
VSBr,CdI2
VSTe,CdI2
VSI,CdI2
VClCl,CdI2
VClSe,CdI2
VClBr,CdI2
VClTe,CdI2
VClI,CdI2
VSeSe,CdI2
VSeBr,CdI2
VSeTe,CdI2
VSeI,CdI2
VBrBr,CdI2
VBrTe,CdI2
VBrI,CdI2
VTeTe,CdI2
VTeI,CdI2
VII,CdI2
CrHH,CdI2
CrHN,CdI2
CrHO,CdI2
CrHF,CdI2
CrHS,CdI2
CrHCl,CdI2
CrHSe,CdI2
CrHBr,CdI2
CrHTe,CdI2
CrHI,CdI2
CrNN,CdI2
CrNO,CdI2
CrNF,CdI2
CrNS,CdI2
CrNCl,CdI2
CrNSe,CdI2
CrNBr,CdI2
CrNTe,CdI2
CrNI,CdI2
CrOO,CdI2
CrOF,CdI2
CrOS,CdI2
CrOCl,CdI2
CrOSe,CdI2
CrOBr,CdI2
CrOTe,CdI2
CrOI,CdI2
CrFF,CdI2
CrFS,CdI2
CrFCl,CdI2
CrFSe,CdI2
CrFBr,CdI2
CrFTe,CdI2
CrFI,CdI2
CrSS,CdI2
CrSCl,CdI2
CrSSe,CdI2
CrSBr,CdI2
CrSTe,CdI2
CrSI,CdI2
CrClCl,CdI2
CrClSe,CdI2
CrClBr,CdI2
CrClTe,CdI2
CrClI,CdI2
CrSeSe,CdI2
CrSeBr,CdI2
CrSeTe,CdI2
CrSeI,CdI2
CrBrBr,CdI2
CrBrTe,CdI2
CrBrI,CdI2
CrTeTe,CdI2
CrTeI,CdI2
CrII,CdI2
MnHH,CdI2
MnHN,CdI2
MnHO,CdI2
MnHF,CdI2
MnHS,CdI2
MnHCl,CdI2
MnHSe,CdI2
MnHBr,CdI2
MnHTe,CdI2
MnHI,CdI2
MnNN,CdI2
MnNO,CdI2
MnNF,CdI2
MnNS,CdI2
MnNCl,CdI2
MnNSe,CdI2
MnNBr,CdI2
MnNTe,CdI2
MnNI,CdI2
MnOO,CdI2
MnOF,CdI2
MnOS,CdI2
MnOCl,CdI2
MnOSe,CdI2
MnOBr,CdI2
MnOTe,CdI2
MnOI,CdI2
MnFF,CdI2
MnFS,CdI2
MnFCl,CdI2
MnFSe,CdI2
MnFBr,CdI2
MnFTe,CdI2
MnFI,CdI2
MnSS,CdI2
MnSCl,CdI2
MnSSe,CdI2
MnSBr,CdI2
MnSTe,CdI2
MnSI,CdI2
