AlHN,GeS2
AlHO,GeS2
AlHS,GeS2
AlHSe,GeS2
AlHTe,GeS2
AlNN,GeS2
AlNO,GeS2
AlNF,GeS2
AlNS,GeS2
AlNCl,GeS2
AlNSe,GeS2
AlNBr,GeS2
AlNTe,GeS2
AlNI,GeS2
AlOO,GeS2
AlOF,GeS2
AlOS,GeS2
AlOCl,GeS2
AlOSe,GeS2
AlOBr,GeS2
AlOTe,GeS2
AlOI,GeS2
AlFS,GeS2
AlFSe,GeS2
AlFTe,GeS2
AlSS,GeS2
AlSCl,GeS2
AlSSe,GeS2
AlSBr,GeS2
AlSTe,GeS2
AlSI,GeS2
AlClSe,GeS2
AlClTe,GeS2
AlSeBr,GeS2
AlSeI,GeS2
AlBrTe,GeS2
AlTeI,GeS2
SiHH,GeS2
SiHN,GeS2
SiHO,GeS2
SiHF,GeS2
SiHS,GeS2
SiHCl,GeS2
SiHSe,GeS2
SiHBr,GeS2
SiHTe,GeS2
SiHI,GeS2
SiNN,GeS2
SiNO,GeS2
SiNF,GeS2
SiNS,GeS2
SiNCl,GeS2
SiNSe,GeS2
SiNBr,GeS2
SiNTe,GeS2
SiNI,GeS2
SiOO,GeS2
SiOF,GeS2
SiOS,GeS2
SiOCl,GeS2
SiOSe,GeS2
SiOBr,GeS2
SiOTe,GeS2
SiOI,GeS2
SiFF,GeS2
SiFS,GeS2
SiFCl,GeS2
SiFSe,GeS2
SiFBr,GeS2
SiFTe,GeS2
SiFI,GeS2
SiSS,GeS2
SiSCl,GeS2
SiSSe,GeS2
SiSBr,GeS2
SiSTe,GeS2
SiSI,GeS2
SiClCl,GeS2
SiClSe,GeS2
SiClBr,GeS2
SiClTe,GeS2
SiClI,GeS2
SiSeSe,GeS2
SiSeBr,GeS2
SiSeTe,GeS2
SiSeI,GeS2
SiBrBr,GeS2
SiBrTe,GeS2
SiBrI,GeS2
SiTeTe,GeS2
SiTeI,GeS2
SiII,GeS2
CaHH,GeS2
CaHN,GeS2
CaHO,GeS2
CaHF,GeS2
CaHS,GeS2
CaHCl,GeS2
CaHBr,GeS2
CaHI,GeS2
CaNN,GeS2
CaNO,GeS2
CaNF,GeS2
CaNS,GeS2
CaNCl,GeS2
CaNBr,GeS2
CaNI,GeS2
CaOO,GeS2
CaOF,GeS2
CaOS,GeS2
CaOCl,GeS2
CaOBr,GeS2
CaOI,GeS2
CaFF,GeS2
CaFS,GeS2
CaFCl,GeS2
CaFBr,GeS2
CaFI,GeS2
CaSS,GeS2
CaSCl,GeS2
CaSBr,GeS2
CaSI,GeS2
CaClCl,GeS2
CaClBr,GeS2
CaClI,GeS2
CaBrBr,GeS2
CaBrI,GeS2
CaII,GeS2
ScHH,GeS2
ScHN,GeS2
ScHO,GeS2
ScHF,GeS2
ScHS,GeS2
ScHCl,GeS2
ScHSe,GeS2
ScHBr,GeS2
ScHTe,GeS2
ScHI,GeS2
ScNN,GeS2
ScNO,GeS2
ScNF,GeS2
ScNS,GeS2
ScNCl,GeS2
ScNSe,GeS2
ScNBr,GeS2
ScNTe,GeS2
ScNI,GeS2
ScOO,GeS2
ScOF,GeS2
ScOS,GeS2
ScOCl,GeS2
ScOSe,GeS2
ScOBr,GeS2
ScOTe,GeS2
ScOI,GeS2
ScFF,GeS2
ScFS,GeS2
ScFCl,GeS2
ScFSe,GeS2
ScFBr,GeS2
ScFTe,GeS2
ScFI,GeS2
ScSS,GeS2
ScSCl,GeS2
ScSSe,GeS2
ScSBr,GeS2
ScSTe,GeS2
ScSI,GeS2
ScClCl,GeS2
ScClSe,GeS2
ScClBr,GeS2
ScClTe,GeS2
ScClI,GeS2
ScSeBr,GeS2
ScSeI,GeS2
ScBrBr,GeS2
ScBrTe,GeS2
ScBrI,GeS2
ScTeI,GeS2
ScII,GeS2
TiHH,GeS2
TiHN,GeS2
TiHO,GeS2
TiHF,GeS2
TiHS,GeS2
TiHCl,GeS2
TiHSe,GeS2
TiHBr,GeS2
TiHTe,GeS2
TiHI,GeS2
